"year","acousticness","danceability","energy","instrumentalness","liveness","loudness","mode","speechiness","valence","popularity","genre","duration_min","duration_sec"
2006,9.86,88.8,57.7,0,13.1,-7.702,"minor",6.12,60.9,67,"hip",4,2
2006,9.86,88.8,57.7,0,13.1,-7.702,"minor",6.12,60.9,68,"hip",4,2
1977,32.3,59.4,61.4,0.00989,15.2,-13.915,"major",4.23,55.7,43,"country",3,18
1976,11.6,30.8,37.6,0.000252,16.6,-15.24,"major",6.26,15.8,64,"country",6,29
2004,31.4,79.6,47.7,0,12,-7.161,"major",10.8,68.5,78,"hip",3,52
2004,5.86,84.5,46.7,0,6.94,-7.674,"major",13.8,70.2,76,"hip",3,31
2005,2.7,81.7,80.6,9e-04,11.9,-4.606,"major",6.23,80.5,74,"hip",3,45
2004,31.4,79.6,47.7,0,12,-7.161,"major",10.8,68.5,77,"hip",3,52
1998,15.3,81.9,29.9,0,30,-11.964,"minor",12.2,51.5,71,"hip",3,48
2009,3.39,80.2,55.6,0,9.58,-5.395,"major",4.18,15.8,49,"hip",4,21
1997,7.57,57.1,50.5,0.00104,10.9,-9.312,"minor",2.38,27.6,63,"pop",4,29
2017,6.89,55.6,53.8,0,19.6,-5.408,"minor",3.82,29.1,80,"rap",3,43
2019,13.6,82.9,53.9,0.000178,10.3,-7.359,"minor",20.8,38.8,83,"rap",2,30
2020,19.2,69.5,76.2,0.244,8.63,-3.497,"major",3.95,55.3,88,"rap",3,35
2018,6.89,55.6,53.8,0,19.6,-5.408,"minor",3.82,29.1,80,"rap",3,43
2019,5.45,61.7,68.4,0,10.4,-3.618,"major",4.39,29.5,71,"rap",2,31
1960,76.1,34.6,37.2,91.9,12.2,-13.811,"major",3.41,19.2,36,"other",2,37
1970,33.2,62.8,43.9,0.00135,5.55,-10.728,"major",13.4,50.7,47,"rock",4,5
1986,34.2,61.8,53.4,0.0263,7.45,-8.229,"minor",2.75,46.9,45,"rock",4,43
1965,19.9,64.6,42.6,0,20.5,-8.861,"major",3.14,72.2,32,"other",2,48
1998,17.5,39.8,80.4,0,18.1,-5.559,"major",4.51,70.9,70,"country",3,14
1999,34.5,60.9,69.8,0,18.2,-7.575,"major",3.97,62.7,34,"country",4,15
2000,17.3,52.9,49.6,0,25.1,-9.007,"major",2.9,27.8,68,"country",4,11
2000,12.7,62.7,71.6,0,3.44,-7.175,"major",3.52,73.4,58,"country",3,6
1996,56.7,61.3,35.5,0,9.09,-8.218,"major",2.47,12.9,56,"country",3,18
1976,16.2,70.8,94,0.000562,30.5,-4.03,"minor",5.93,86.9,46,"other",5,34
1995,2.62,65.5,83.7,0.000585,4.54,-6.04,"minor",7.23,66,61,"other",4,14
1984,49.9,50.9,68.1,0.00536,10,-10.659,"major",3.06,33,55,"rock",3,59
2021,21.7,85.5,46.3,0.00177,34.7,-7.454,"major",3.67,86.6,73,"pop",2,3
1999,5.34,74.8,93.9,0,32,-4.288,"minor",3.41,96,70,"pop",3,18
2011,0.379,69.6,54.6,0.00038,33.2,-6.55,"major",4.14,78.7,70,"pop",3,30
1999,20.2,75.9,69.9,0.0131,44.3,-5.745,"minor",3.07,90.7,83,"pop",3,31
2001,12.8,70.7,92.3,0.0437,27.3,-3.957,"major",5.21,84.2,68,"pop",3,23
2008,14.7,79.1,73.3,0.0381,7.13,-5.215,"minor",5.2,76.1,78,"pop",3,12
1961,24.3,58.8,46.9,0,9.59,-8.372,"major",5.7,86,29,"other",2,33
1962,77,67.3,25.4,0,11.1,-12.035,"major",3.23,63.6,39,"other",2,42
1963,76,29.5,47.8,0,30.4,-7.98,"minor",3.27,48.1,40,"other",2,21
2019,54.9,63.2,68.6,0,20,-7.665,"minor",24.3,32.9,81,"pop",2,51
2018,54.9,63.2,68.6,0,20,-7.665,"minor",24.3,32.9,81,"pop",2,51
1963,57.6,57.4,64.9,0,35.6,-10.194,"major",3.02,85.9,21,"other",2,32
1979,64.8,51.9,64.3,0.144,30.7,-8.268,"major",7.95,83.2,45,"other",7,35
1991,31.5,45.2,52.4,0,10.3,-10.108,"major",3.51,24.6,81,"rock",5,12
1975,5.55,51.9,45.8,0,16.2,-11.702,"minor",5.83,32.9,49,"soul",3,58
1991,0.0303,61.6,80.7,0.00237,19.3,-11.4,"major",3.48,63.7,56,"rock",3,55
1992,0.288,39.6,61.2,0.00471,23.3,-8.039,"major",2.77,24.1,63,"rock",4,0
1995,5.37,51.9,51.7,0,9.28,-7.531,"major",2.86,34.4,53,"rock",4,22
1995,0.561,71.3,37.8,0.186,8.45,-9.04,"minor",2.98,29.1,61,"other",4,20
1986,32,44.9,42.4,0.000169,10.7,-14.06,"major",3.23,25.9,63,"rock",4,16
1976,10.6,60.3,63.8,0,20.6,-5.758,"minor",3,56.3,49,"classic",2,53
1975,10.6,60.3,63.8,0,20.6,-5.758,"minor",3,56.3,49,"classic",2,53
1992,0.747,75.3,62.8,0.0123,26.3,-10.54,"minor",4.66,94,21,"other",4,24
1994,0.411,59.1,72.7,0.000153,2.89,-8.058,"minor",5.4,84.6,40,"other",3,58
1964,61.5,22.3,80.5,0,7.69,-5.557,"major",4.46,82.3,8,"other",2,17
1974,0.249,50.9,64.1,3.04,19.6,-9.936,"minor",26.4,61.2,76,"rock",3,50
1985,0.181,62,68.8,0.494,4.64,-12.892,"major",4.36,79.3,48,"rock",4,2
1980,39.5,79.8,52.5,0.00014,12.4,-12.439,"major",4.84,79.1,41,"rock",3,24
1983,0.0359,60.1,85.9,0.124,8.71,-5.264,"major",2.76,44.6,74,"rock",4,18
2009,25.2,56.3,40.2,0.000207,8.86,-10.496,"major",6.68,20,63,"soul",5,11
2008,43.1,56.6,76.6,0,10.1,-5.036,"major",3.99,54.7,61,"pop",3,53
2008,4.94,46.1,75.7,0,6.03,-5.01,"major",21.2,33.3,40,"pop",4,25
1984,3.19,75.3,45.4,0.0036,53.6,-14.129,"major",5.37,79.8,43,"pop",3,55
1973,48.9,94.2,56.6,0.238,5.63,-12.585,"minor",5.56,94,29,"soul",5,21
1968,83.5,29.5,37.6,0.00181,12.9,-12.458,"minor",3.25,31.2,38,"pop",3,42
2008,0.0821,51.2,86.4,0,9.82,-4.146,"major",3.38,52.7,73,"other",3,43
1995,17.3,76.9,62.4,0.000102,37.8,-10.559,"minor",19.7,56.9,50,"rap",3,59
2002,44.4,62.9,68.8,0,16.9,-6.511,"minor",3.95,36.2,56,"classic",3,21
2004,19.3,56.5,54.1,0.000345,5.82,-8.426,"major",3.76,22.6,65,"classic",4,23
2011,33.9,61,76.1,0.00188,8.39,-6.022,"major",6.27,43.3,55,"classic",4,17
2009,8.29,51.9,90.7,0.000157,32.5,-2.681,"major",6.65,79.4,65,"classic",2,46
2006,22.9,62.8,89.6,0,36.5,-4.132,"major",5.57,66.6,55,"classic",2,59
2004,1.4,65,84.5,0,33.5,-5.272,"major",4.99,61,65,"classic",4,0
1962,61.2,67.1,68.1,0,27,-7.726,"major",4.82,86.6,29,"other",2,25
1969,12.5,41.2,22.6,0.000485,14.9,-12.784,"minor",2.64,39.6,29,"classic",3,57
2000,43.5,70.2,52,0,29.9,-8.581,"major",7.25,46.7,42,"other",4,35
1967,63.7,45.8,66.5,2.43,8.15,-6.113,"major",4.42,70.5,2,"other",2,52
1994,26.7,56.7,43.6,0,21.7,-9.138,"major",2.42,30.5,49,"country",3,35
2007,20.9,52.4,79.7,0,28.6,-4.777,"major",3.29,78.3,58,"country",3,48
1969,34.7,63.5,63.7,0,34.3,-7.938,"major",6.14,70.4,24,"classic",2,30
1967,26.3,79,41,0.314,17.4,-13.241,"major",3.43,81.5,69,"classic",2,39
2019,5.95,74.3,87,0,29.9,-2.188,"major",21.2,88.4,67,"rap",3,14
1993,0.525,64.3,55.2,63.6,7.49,-13.923,"minor",5.03,63.2,0,"other",4,47
2019,12.5,78.2,55.9,0,38.5,-7.106,"minor",7.67,68.5,79,"pop",3,8
2020,12.5,78.2,55.9,0,38.5,-7.106,"minor",7.67,68.5,79,"pop",3,8
1982,36.1,62.9,71.7,0.00784,5.97,-7.36,"major",3.36,74.8,44,"rock",5,8
1986,31.7,54.5,36.3,0,10.5,-15.084,"minor",2.55,31.5,38,"rock",4,58
1981,2.86,56.7,69.7,0.00705,10.6,-12.855,"minor",4.05,69.6,48,"rock",4,29
1994,10.7,85.2,65.5,0.00207,13.7,-11.498,"minor",6.45,95.2,50,"other",4,39
1984,17.1,57.2,83.5,0.0377,7.02,-6.219,"major",3.17,79.5,80,"rock",4,2
1986,6.06,53.1,62.6,0,7.67,-13.371,"major",4.52,74.6,68,"rock",3,48
1995,7.34,60.9,91.2,0.00031,15.9,-3.324,"major",3.38,56.4,53,"rock",4,7
1989,7.35,60.6,53.8,1.14,9.89,-14.982,"major",3.6,35.6,41,"rock",4,32
1987,18.2,77.6,76.3,0.647,7.7,-8.124,"major",5.34,82,76,"classic",4,40
2019,44.7,74.1,52,0.000197,22.2,-7.513,"major",6.56,34.7,79,"pop",2,51
1998,61.8,48.7,27.1,0,16,-11.566,"major",2.83,19.4,42,"country",4,5
1997,12.8,57.7,46.2,0,8.22,-7.989,"major",2.79,25.8,70,"country",4,27
1996,59.5,54.5,45.2,0.000129,16.1,-8.604,"major",2.48,29.7,58,"country",2,50
1978,10.2,61.6,68.1,0.000147,29.6,-10.773,"major",4.16,81.1,60,"other",3,0
2013,0.222,88.2,73.6,0,5.15,-2.892,"minor",11.6,58.2,61,"hip",3,15
1994,0.308,81.2,60,0.000838,17.3,-9.414,"major",25.4,55.5,66,"other",3,46
1999,6.45,68,62.5,0.00581,10.9,-7,"minor",3.53,81.4,66,"pop",4,26
2001,0.305,78.6,84.2,0.000354,47.3,-5.115,"minor",7.07,68.5,70,"pop",3,41
2011,13.4,70.5,80.5,0.0139,36.7,-4.887,"minor",5.95,88.7,62,"pop",3,43
2003,12.7,59.6,93.5,0,29.4,-2.412,"major",7.41,91.2,44,"country",4,10
2002,12.7,59.6,93.5,0,29.4,-2.412,"major",7.41,91.2,44,"country",4,10
2009,20.3,54.1,81.2,0,42,-3.764,"major",3.36,60.7,65,"country",3,22
1980,5.17,81.6,51.7,2.28,13,-12.277,"minor",5.46,75.7,33,"other",6,6
1980,8.91,57.4,92.5,0,11.3,-7.088,"major",5.37,80.3,16,"country",3,36
2006,58.2,65,50.1,0,11.2,-6.905,"major",9.63,37.4,50,"soul",3,53
1971,28.6,66.2,33.2,0,14.2,-11.939,"minor",3.06,63.8,41,"country",2,51
1972,13.2,33.1,90.6,5.02,3.76,-10.645,"major",6.51,79.9,29,"soul",6,36
1963,93.6,55.7,30.7,13.8,14.2,-11.55,"major",3.14,41.2,36,"classic",2,37
1996,62.7,74.4,45.3,42.1,8.98,-11.977,"major",3.48,12.2,73,"pop",4,0
1977,74,25.6,33.5,1.66,8.57,-13.588,"major",3.13,41.5,65,"pop",3,39
1969,19.5,78,62.7,56.4,10.4,-10.372,"major",4.56,93.4,15,"other",2,13
2019,60.3,72.6,40.8,0,22.5,-6.606,"minor",6.14,45.9,80,"hip",2,23
1989,1.54,61.4,87.8,0.637,4.86,-10.016,"minor",3.4,86.5,57,"pop",3,39
1981,7.4,71.2,81.7,0.00353,25.9,-7.021,"minor",3.57,57.6,10,"pop",4,19
1980,35.1,78.3,63.1,1.31,15.2,-12.06,"major",4.89,77,32,"pop",3,47
1979,0.559,82.3,74.3,3.06,7.07,-13.98,"major",3.16,96.6,70,"pop",5,15
1982,40.8,52.9,49,0.000518,11,-10.077,"minor",3.91,36.4,33,"pop",3,56
1999,3.29,71.6,45.5,0.000187,5.99,-7.148,"minor",2.82,22.6,56,"other",5,6
1960,90.9,55.4,18.6,0.144,11,-15.846,"major",3.79,20,49,"other",2,19
1988,0.268,89.2,29.4,0.372,4.83,-14.493,"minor",28.8,73.2,23,"hip",2,49
1988,0.0374,82.5,39.1,0.188,6.08,-15.962,"major",20.2,39.6,51,"hip",3,52
1982,4.8,51.7,76,0.203,6.89,-7.545,"minor",4.11,60.3,6,"other",3,22
1965,73.5,69.4,48.9,0.00463,24.7,-10.771,"major",3.32,96.1,49,"classic",2,14
1993,21.4,75.7,65.2,25.7,9.03,-14.916,"minor",3.33,86.2,72,"hip",5,32
1990,4.49,74.7,87.8,0.402,20.6,-7.637,"major",6.55,70.1,65,"hip",3,47
1992,21.4,75.7,65.2,25.7,9.03,-14.916,"minor",3.33,86.2,72,"hip",5,32
2014,63.4,56.6,66.4,0,11.6,-5.303,"minor",4.64,43.7,80,"rock",4,2
1989,9.51,67.9,70.9,0,8.19,-10.634,"major",4.66,84.9,17,"other",4,5
1969,26.5,51.8,78.2,65.4,7.69,-9.753,"major",6.31,86.1,50,"other",1,54
2001,7.32,83.4,48.1,0,9.34,-7.824,"minor",18.8,40.6,64,"pop",4,46
1997,84.4,63.7,40.6,0.0176,8.75,-12.1,"major",2.35,35,40,"other",4,58
1994,12.4,79.4,95,0.00771,13.3,-8.78,"major",29.4,32.4,65,"hip",4,19
1964,42.2,62.3,79.1,1.55,5.46,-6.644,"major",4.24,80.2,53,"classic",2,54
1987,41.8,81.2,69.6,1.03,47.1,-11.087,"major",4.6,86.3,23,"other",4,37
1988,65.5,58.2,39.7,0,3.99,-13.099,"major",3.3,29,49,"other",3,42
1988,57.5,57.7,29.5,0.00722,5.91,-15.448,"major",4.4,59.4,43,"other",3,56
2011,1.15,75.7,54.7,0,4.45,-4.573,"major",3.55,79.3,71,"pop",3,52
1994,39.7,89.2,67.9,0.000381,42.7,-9.924,"major",5.8,81.4,18,"soul",4,51
1997,0.00155,76.3,84.4,41.8,11.4,-7.291,"major",5.23,77.4,29,"other",3,47
1994,13,49.5,84,0.151,18.5,-6.613,"major",4.46,47.8,57,"rock",3,41
1965,15.1,48.7,60,0.00355,20.5,-9.521,"major",6.89,87.5,39,"other",1,56
1964,39.7,70.7,51.4,0.00168,22.3,-9.585,"major",3.48,77.7,51,"other",2,22
1966,1.53,27.8,56.1,0,10.5,-9.077,"major",3.6,92.4,3,"other",1,33
1999,15.6,42.9,59.4,0.000495,10,-6.251,"major",2.77,23.6,77,"rock",4,25
2010,9.28,76.7,82.4,0,2.75,-2.778,"major",6.2,93.8,44,"pop",3,9
2018,0.204,48.7,85.9,0,32.2,-4.403,"major",4.88,37.7,54,"country",3,48
1977,0.321,48.2,78.6,0.00888,44.6,-5.735,"major",3.2,79.3,78,"rock",5,23
1978,36.7,47.5,32.2,0.056,11,-10.687,"major",2.83,38.7,80,"rock",3,26
2020,7.7,88.6,47.9,0,13.5,-8.054,"minor",33.4,40.8,65,"hip",2,39
2020,9.01,43.1,70,0,21.6,-5.35,"major",26.5,73,67,"rap",3,3
1996,3.83,79.4,67.3,0.0281,22.4,-5.924,"major",23.1,68.6,27,"rap",3,59
1996,18.5,78.2,51.5,0.00134,5.77,-8.215,"minor",30,79.1,43,"rap",4,20
1975,96.2,38.7,16.4,0,8.17,-14.617,"major",8.5,40.9,63,"classic",3,43
1990,1.51,60.7,78.8,1.36,17.3,-5.326,"major",2.93,33.4,60,"other",4,9
1995,1.26,43.3,82.9,0.00236,8.4,-7.715,"major",4.4,82.2,43,"rock",3,39
1974,25.5,71.5,69.7,0,7.92,-6.994,"minor",5.47,92.8,19,"soul",2,56
1973,12.9,68.3,95.9,0,29.6,-2.215,"major",6.52,89.2,13,"soul",2,47
1971,33.7,52.7,82.1,0.000168,39.4,-7.19,"major",4.7,83.5,57,"soul",3,0
2001,1.98,55.9,97.2,0.000647,39.3,-3.524,"major",6.39,91.9,65,"pop",3,3
1987,58.8,54.6,62.2,0.213,7.54,-11.828,"major",3.06,62.4,47,"rock",5,48
2009,24.5,60.2,78.5,0,19,-6.129,"major",5.78,56.5,55,"pop",3,34
2014,2.54,74.9,64.3,0,10.1,-7.424,"minor",11.4,65.1,47,"pop",4,9
2019,34.1,56,73.6,0.000981,15.5,-7.306,"major",4.46,82.4,58,"country",3,15
2015,4.3,58.6,67.7,9.36,8.84,-8.343,"major",2.94,56.2,69,"country",4,22
2014,50.6,62.1,67.6,6.75,8.25,-7.808,"major",3.03,48.2,55,"country",4,12
2021,10.1,68.9,59.2,0.867,11,-6.758,"major",2.35,91.9,72,"country",2,55
2016,20.5,58.9,64.1,0,8.64,-8.12,"major",8.38,57,71,"country",2,59
2012,3.89,46.4,88.9,2.72,31,-5.042,"major",4.97,53.9,55,"country",3,53
1958,65.9,36.5,43.8,0.0672,84.7,-16.317,"major",30.9,50.6,9,"other",4,12
1963,50.1,40.2,79.5,0.0242,34.9,-10.709,"major",7.81,73.7,1,"other",2,32
2002,51.4,84.7,88.4,0,30.3,-3.326,"major",24.5,84.5,49,"hip",4,14
1964,74.2,52.9,44,0.00105,32.8,-9.11,"major",3.02,61.1,53,"other",2,37
1968,54.7,55.8,45.9,0,4.9,-9.562,"major",3.83,56.6,14,"other",2,37
1976,31.2,47.5,55.6,0,21.6,-8.388,"minor",3.21,91.7,42,"other",4,40
1993,30.7,75.6,65,0,6.06,-8.004,"major",4.57,78.8,34,"other",5,41
1990,4.13,65.9,76.8,0,28.8,-6.26,"major",7.28,86.7,44,"soul",4,31
1990,57.3,67.1,91.4,0.000277,8.56,-4.598,"major",10.7,80.6,65,"soul",4,26
1983,15.8,72.7,48.6,0.00463,26.9,-15.321,"minor",7.77,94.3,19,"pop",3,54
1980,31,50.6,32.4,0.000419,17,-10.426,"major",2.95,33.6,34,"pop",3,27
1970,71.7,67.6,33.9,0.000977,10.9,-13.805,"major",5.09,75.6,62,"pop",2,55
1970,74.5,68,23,0,8.66,-13.942,"major",5.4,54.3,23,"pop",3,0
1983,68.3,35.3,34.9,0.18,9.59,-10.514,"major",3.6,10.1,34,"pop",3,29
1964,71.9,70,33,0.0086,13.6,-9.027,"major",3.03,52.4,69,"pop",2,58
2002,8.83,86.9,55.5,0,4.92,-8.626,"minor",39.3,92.2,43,"rap",4,23
1996,42.2,92.7,72.1,0.00436,4.22,-12.561,"major",9.08,96.5,60,"other",4,9
2002,19.6,59.6,68.8,0,12.1,-6.367,"minor",3.45,81.7,65,"soul",3,25
2002,23,65.9,81.2,0,9.51,-7.499,"minor",4.87,88.8,73,"soul",3,55
1962,87.8,49,40.4,31.4,9.99,-10.359,"major",3.54,58.5,16,"soul",2,33
2018,1.75,66.9,57.4,0.294,14.6,-6.442,"minor",2.86,27.3,81,"rap",3,16
2021,14.5,73,64.3,0,14.8,-6.51,"major",8.34,81.2,18,"pop",2,52
1977,0.27,59.7,82.3,11,11,-12.8,"minor",3.28,93.3,41,"other",6,51
1985,7.99,71,91.7,0.000195,18,-5.275,"minor",9.09,94.4,41,"pop",4,19
1984,16.1,84.2,69.7,0.0101,58.3,-13.796,"minor",6.54,91.6,60,"pop",4,27
1983,12.4,86.5,56.7,0,6.92,-7.008,"minor",4.55,97.1,25,"pop",4,2
2010,0.296,69.9,88.2,5.44,13,-3.896,"minor",3.11,65.7,67,"pop",3,17
2016,3.53,66.4,71.4,0.000842,8.43,-6.645,"minor",11.1,71,83,"pop",3,18
2010,17.9,76.8,82,0,68.9,-4.63,"minor",4.74,62.5,78,"pop",3,33
2017,44.1,73.6,45.8,0,14.8,-7.437,"major",3.16,65,74,"country",2,43
2015,11.3,74.7,86.1,0,2.6,-5.251,"major",5.14,85.9,71,"country",3,10
2020,23,68.9,68.9,0,57,-5.517,"major",4.5,66.4,65,"country",3,25
2016,15.8,61.4,47.2,0,11.1,-6.626,"major",2.97,16.8,64,"country",3,46
2021,23.1,56.2,64.9,0,34.1,-5.4,"major",4.94,37.6,62,"country",3,36
2015,10.1,55.8,71.9,0,21.2,-5.603,"major",4.19,48.3,66,"country",4,4
1973,84.4,23.8,45.4,0.000653,12.9,-11.239,"major",4.57,21.3,2,"pop",3,33
1967,17.1,43.5,42.8,0.0708,14.9,-11.747,"major",2.68,61,56,"pop",3,8
1963,84.6,50,35.9,0.000104,37.3,-14.915,"major",3.27,73.9,0,"other",2,18
1979,3.42,85.8,93.7,14.2,61.2,-11.667,"major",16.3,53.9,41,"other",5,38
1963,0.205,40.7,79.4,11.9,7.63,-11.547,"minor",4.02,58.4,25,"other",2,26
2001,0.395,65.6,72.4,0.00498,26.9,-5.465,"minor",12.4,62,47,"hip",4,44
1971,17,75.1,85.6,0.000463,26.2,-9.691,"minor",4.63,96,5,"other",3,10
1963,88.5,21.6,19.2,0.000111,17.9,-12.095,"major",3.04,13.8,35,"other",4,33
1980,23.1,51.8,51.7,0,32.3,-10.786,"minor",3.54,75.2,10,"other",3,57
1963,3.73,66.3,49.9,0,4.75,-13.456,"major",4.13,96.8,7,"pop",2,8
1965,23.1,49.2,66.6,0.00569,4.69,-9.743,"minor",3.51,69.9,54,"rock",2,28
2002,23.9,32.4,57.4,0,14.3,-5.647,"major",2.92,33.5,47,"country",3,38
1997,33.7,58.6,93.6,0,92.8,-6.605,"major",54.9,73.2,24,"country",3,40
1981,27.2,33.8,34.9,6.77,14.3,-12.7,"minor",2.64,10.9,55,"rock",5,15
1977,49.3,41.8,26.7,2.68,10.2,-18.499,"major",4.07,15.2,38,"rock",4,26
1984,7.17,61.5,78.3,0.0109,21.5,-8.716,"major",3.03,63.4,62,"rock",4,12
1960,72.7,53.2,29.3,0.000292,14.3,-11.052,"minor",2.96,42.2,18,"other",2,30
1977,9.41,77.7,75.5,3.3,7.32,-8.991,"major",8.5,74.2,10,"other",9,7
1987,14.6,86.9,56.3,0.00136,7.27,-9.251,"minor",5.88,77.5,27,"other",5,32
1972,20.1,61.4,56,0,21.4,-8.168,"major",6.99,82.6,58,"country",2,52
2004,30.6,50.9,53.8,0.000503,9.1,-6.835,"major",3.79,28.4,60,"pop",4,1
2003,30.6,50.9,53.8,0.000503,9.1,-6.835,"major",3.79,28.4,60,"pop",4,1
2004,10.7,67.9,64.4,0,10.7,-6.867,"major",21,41.1,29,"other",4,7
1999,8.39,70.6,81.9,0.152,7.74,-4.736,"minor",4.89,94.7,42,"other",4,32
2002,24.8,66.1,60.4,0,4.69,-6.436,"minor",3.58,72.1,52,"other",4,38
1997,75,22.2,14.6,92.4,6.39,-20.535,"major",3.49,3.79,0,"other",3,11
2008,46.3,63.5,51.8,0,16.9,-7.131,"major",4.39,51.3,36,"other",4,5
1999,46.7,68.2,57.9,0.000221,9.52,-6.526,"minor",10.1,71.2,49,"other",4,39
2009,2.03,89.3,66.6,0,34.2,-5.089,"major",13.6,87.4,36,"pop",3,40
2007,26.7,70.1,72.4,0,8.67,-5.751,"minor",14.5,42.5,70,"pop",3,57
2007,40.9,69.7,62.9,0.00038,8.19,-5.757,"major",4.25,43.9,64,"pop",4,27
2012,24.4,63.7,73.2,0,49.8,-6.209,"minor",9.65,68,69,"pop",3,19
1976,44.8,71.9,94.6,0.0397,11.4,-4.295,"major",3.68,98.1,17,"other",2,47
2019,69.2,82.4,58.8,0.0104,14.9,-6.4,"minor",9.24,51.3,77,"pop",3,29
1998,39.5,52.6,39.3,0,17.2,-7.822,"major",2.74,10.4,9,"other",4,53
1962,43.1,57.8,74.7,0,15.3,-6.38,"minor",9.57,74,9,"classic",2,25
1964,49.7,59.1,70.9,0,8.07,-5.922,"major",3.73,87.4,8,"classic",2,11
1964,89.1,42.9,20.8,0.00467,15.8,-16.07,"major",3.01,48.5,31,"other",3,13
2021,41.8,84.1,59.3,0,12.4,-7.846,"major",3.79,80.8,79,"other",2,43
1971,84.9,50.7,63.6,0,64.6,-7.538,"minor",4.01,70.2,56,"classic",2,56
2014,0.0629,65.4,83,0.000113,12.1,-4.801,"major",3.66,54.8,68,"pop",4,22
2021,41.4,79.8,62,1.92,11.2,-7.079,"minor",23.2,23.5,78,"pop",2,44
1985,0.233,63.9,87.8,0.267,22.2,-8.108,"minor",3.74,89.1,34,"other",4,55
1985,4.17,60.8,65.3,0.000164,96.2,-11.662,"major",2.76,95.6,28,"country",3,25
1958,77.2,67.9,83,0,10.6,-7.259,"major",4.78,96.5,23,"other",2,55
1984,0.254,81.2,55.4,69.8,5.58,-10.978,"major",5.67,78.5,44,"classic",3,57
1963,26.2,55.2,65.1,0,29.6,-9.464,"major",3.22,84.5,2,"other",1,57
2015,3.49,75.4,80.2,0,33.5,-6.424,"major",5.51,58.3,73,"pop",3,19
2015,3.49,75.4,80.2,0,33.5,-6.424,"major",5.51,58.3,72,"pop",3,19
2005,1.34,42.1,85.8,0,6.7,-4.535,"major",9.63,49.1,60,"pop",3,27
2015,26,62.5,56.9,0,12.7,-5.954,"major",2.71,36.1,56,"country",3,21
1979,99.2,55,20.4,90.4,10.1,-14.661,"major",9.04,18.6,3,"classic",3,52
2009,61.6,62.9,17.4,0,11.8,-9.697,"major",14.1,30.5,55,"pop",2,26
1982,48,66.8,44.7,0.000289,15.3,-11.124,"major",3.12,58.8,65,"rock",4,41
1962,80.7,52.8,18.6,0,29.8,-12.42,"major",2.91,33.5,6,"other",2,36
1987,38.7,58,56.1,0,5.61,-13.091,"major",3.98,79.3,28,"other",3,52
2006,7.07,49.4,87,0.00298,7.98,-4.33,"major",4.13,50.4,30,"other",3,22
1995,41.8,56.7,82.1,0,10.8,-5.894,"major",3.71,89.5,62,"pop",2,12
1976,97.3,23.7,5.02,85.2,15.9,-24.118,"major",3.33,13.8,32,"other",5,0
1999,11.2,56,69.2,0,6.38,-6.438,"major",3.02,69.8,43,"country",3,21
1994,90.6,73.8,19.8,0,10.5,-10.919,"major",6.25,68.2,53,"rock",2,0
2008,6.12,51.4,79.8,0,10.4,-3.669,"major",4.94,67.7,56,"country",3,47
2008,0.172,54.2,90.5,1.04,13.6,-5.653,"major",5.4,37.4,85,"rock",3,23
2009,0.172,54.2,90.5,1.04,13.6,-5.653,"major",5.4,37.4,85,"rock",3,23
2010,0.877,40.8,92.5,0.0454,12,-4.88,"major",5.33,36.1,62,"rock",3,26
1971,24.5,60.3,43.1,0,8.62,-13.064,"minor",5.51,53.8,12,"pop",2,43
2020,3.6,44.5,49.2,0,12.2,-5.717,"major",2.94,24,71,"country",4,10
1989,2.2,45.9,50.7,0.062,25.3,-13.849,"minor",3.07,38.6,44,"rock",5,13
1963,20.5,40.1,91.3,0.0459,14,-2.755,"major",17,66.2,20,"other",2,14
2018,17.1,75.3,65.7,0,11.2,-3.061,"major",4.49,43.7,81,"pop",3,5
1991,43.1,62,51.4,0,14.8,-7.948,"major",4.17,45.3,49,"other",4,29
1988,0.219,75.7,49.6,0.00927,3.95,-8.031,"minor",4.67,86.2,50,"other",3,41
2019,7.11,72.5,79,0.000114,6.02,-2.331,"major",19.7,76.3,71,"other",4,48
2012,1.14,45.1,63.2,0,19.8,-7.98,"minor",29.7,23.4,65,"rap",3,52
1972,57.7,40.4,90.2,29.7,28.7,-3.88,"major",6.65,49.7,75,"rock",7,4
1971,57.7,40.4,90.2,29.7,28.7,-3.88,"major",6.65,49.7,75,"rock",7,4
1965,13.8,73.8,61.3,0.0271,8.56,-7.261,"major",3.61,86.9,17,"soul",2,23
2014,26.6,93.4,79.8,0.00454,9.62,-5.665,"major",8.49,89.5,55,"pop",3,22
2002,28,79.9,67.9,0,20.1,-6.13,"major",24.6,64.8,36,"pop",4,41
1989,5.15,81.7,48.4,0.0213,3.91,-11.659,"major",14.3,67.1,68,"soul",3,48
1975,6.71,48.9,56.2,92,19.1,-11.494,"major",3.01,23,31,"other",3,7
2003,0.385,53,76.8,0,10.3,-5.611,"major",2.84,37.4,75,"rock",4,20
2001,0.528,48.7,70.2,0.000497,12.9,-6.043,"major",2.38,30.6,62,"rock",4,26
2001,0.664,54.5,86.5,0.0011,16.8,-5.708,"minor",2.86,54.3,83,"rock",3,54
1974,72.9,68.7,59.6,13.5,10.9,-11.453,"major",8.08,79.1,22,"soul",3,23
1963,56.7,63.5,71.4,0.27,40.3,-6.812,"major",5.37,78.7,15,"pop",2,30
