"year","acousticness","danceability","energy","instrumentalness","liveness","loudness","mode","speechiness","valence","popularity","genre","duration_min","duration_sec"
2009,0.00607,46.9,94.3,0.547,7.17,-4.196,"major",10.2,35.8,67,"rock",4,57
2011,0.115,63,86,0.000119,23.1,-6.117,"major",3.27,91.1,65,"rock",3,50
1967,29.2,70.8,25.3,0,23.7,-16.748,"major",2.83,93,22,"soul",2,23
1969,6.57,76.6,59.4,0.0299,10.7,-8.745,"major",2.9,96.9,5,"soul",3,3
1967,26.9,78.1,73.9,1.98,14.2,-8.157,"minor",11.6,82.6,9,"soul",2,43
1976,23.4,44.5,70.6,0.0252,20.5,-9.803,"major",4.61,76.8,75,"rock",4,27
1989,1.02,70.5,70.9,16.2,33,-12.083,"minor",5.69,79,47,"other",5,4
2006,2.17,47.6,73.6,0.000108,20.3,-5.38,"major",3.43,25.1,75,"other",4,22
1969,66,45.1,15.2,0.000437,16.2,-15.766,"major",2.75,13.1,28,"pop",2,21
1974,33.7,38.2,48.3,0,28.2,-9.625,"major",2.58,46.1,33,"pop",3,12
2012,77.8,70.9,36.6,0.00408,9.92,-9.139,"major",2.89,62.9,0,"other",3,6
1976,4.11,40.2,64.3,0.0209,14.1,-9.88,"major",3.65,26.3,50,"rock",8,43
1980,6.07,72.5,77.9,0.547,4.67,-7.113,"major",3.21,96.4,28,"rock",4,0
1982,1.46,41.5,59.5,0.000231,27.1,-8.87,"major",3.28,27,51,"rock",3,48
1978,36.7,76,69.5,0.00098,5.68,-6.942,"major",5.14,93,43,"rock",4,3
2001,8.59,78.1,58.3,0.216,5.8,-7.83,"minor",6.28,91,42,"other",3,33
1963,88.5,21.6,19.2,0.000111,17.9,-12.095,"major",3.04,13.8,35,"pop",4,33
1988,0.12,37.5,92.1,0.509,27,-5.387,"major",23.9,45.5,38,"other",3,27
1977,16.9,62.9,61.5,0.00723,13.2,-10.972,"minor",4.33,67.3,60,"classic",5,4
1978,28.6,33.3,15.6,0.00232,15.1,-17.574,"major",3.35,19.5,55,"classic",6,17
1976,22.3,54.2,50.3,0.128,29,-13.868,"major",3.4,96,11,"classic",3,24
1981,14.8,68.3,57.7,0.00483,15.8,-12.596,"major",3.12,91.8,21,"classic",2,19
1982,13.4,68.6,82.7,0.00503,12.6,-5.738,"major",3.21,85.4,53,"rock",3,32
1981,13.4,68.6,82.7,0.00503,12.6,-5.738,"major",3.21,85.4,52,"rock",3,32
1984,10.9,72.8,85.5,0.0576,11.3,-6.031,"major",3.33,97.1,67,"rock",3,5
1987,4.9,68.4,79,0.0459,69.3,-10.247,"major",3.5,95.6,45,"rock",3,53
1985,35.8,58.6,50.3,0.00141,4.26,-10.001,"minor",3.22,89.5,38,"rock",4,6
1984,12,73,79.4,0.0189,13.8,-6.381,"major",3.96,96.4,56,"rock",3,57
2006,0.0731,44.1,81.5,0,41.4,-4.088,"major",2.76,52.2,69,"rock",3,39
2009,0.00867,48.5,91.1,0,9.2,-5.749,"major",3.55,56.8,72,"rock",4,9
2002,0.304,59.8,80.8,0,14.7,-5.209,"major",3.88,28.8,64,"rock",3,52
2010,0.155,54.4,80.2,0.00734,12.2,-4.152,"major",2.82,59,64,"rock",3,47
2004,0.00263,54.4,86.7,1.65,26.6,-5.527,"major",5.17,72.6,65,"rock",3,48
2018,0.749,58.2,82.2,0.000209,81.8,-4.861,"major",3.65,47.1,61,"rock",4,21
2010,1.85,60.5,90.2,0.000101,5.34,-5.406,"minor",5.11,87.5,66,"pop",3,23
2011,7.61,85.8,67.8,0,7.41,-3.87,"minor",4.69,92.2,84,"pop",3,8
2012,7.61,85.8,67.8,0,7.41,-3.87,"minor",4.69,92.2,84,"pop",3,8
1961,64,56.8,50.5,0.018,15.5,-9.208,"major",2.81,46.6,14,"other",2,16
2005,5.44,66.4,66,0,79.9,-6.108,"major",32.1,54,50,"rap",5,13
2009,8.64,51.6,87.4,0,17.3,-2.571,"major",18.6,39.1,72,"rap",4,58
1961,37.1,53.5,68.3,1.33,20.5,-11.677,"major",3.34,91.2,31,"other",2,6
1995,22.5,68.7,58.3,0,10.5,-10.224,"major",6.39,21.1,64,"other",5,4
1994,22.5,68.7,58.3,0,10.5,-10.224,"major",6.39,21.1,64,"other",5,4
1997,6.36,67.5,54.9,0,19.7,-9.236,"major",5.68,53.6,35,"other",5,11
1995,7.65,72.3,64.1,0.0216,11.6,-9.178,"minor",3.16,67.3,45,"other",5,37
1970,14.1,61.7,68.7,3.06,10,-11.901,"major",2.95,97.2,21,"country",3,9
1970,55.2,46.1,77.2,0.409,20.2,-9.766,"major",4.65,42.9,15,"country",3,12
1978,25.9,53.4,45.7,0.04,20.3,-8.66,"minor",2.66,27.1,56,"rock",3,54
2012,0.0159,49.5,52.7,1.63,10,-4.742,"major",3.51,57.4,69,"classic",3,41
2003,0.0553,39.4,81.6,0,7.75,-6.295,"major",4.03,36,48,"pop",3,50
2021,49.2,82.9,51.2,0,12,-5.865,"minor",18.7,63.8,82,"rap",2,4
1989,2.56,50,81.3,0.0143,6.07,-10.397,"minor",6.2,70.4,26,"pop",4,37
1967,62.8,65.9,47.4,0.000138,17.9,-11.855,"major",5.11,84.7,16,"pop",3,2
2017,58.1,82.5,65.2,0,9.31,-3.183,"minor",8.02,93.1,88,"pop",3,54
2018,16.3,59.9,44.8,0,10.6,-6.312,"major",2.32,16.8,89,"pop",4,23
2018,58.1,82.5,65.2,0,9.31,-3.183,"minor",8.02,93.1,88,"pop",3,54
2013,66.9,64.2,28.9,0,18,-9.918,"major",3.67,40.7,76,"pop",4,18
2015,60.7,61.4,37.9,0.0464,9.86,-10.48,"major",4.76,20.1,86,"pop",4,19
2017,2.32,46.1,83.4,0.00114,14,-4.868,"major",9.89,47.1,81,"pop",4,21
2014,79.1,61.8,23.9,0,10,-8.371,"minor",2.74,32.7,49,"pop",6,44
1963,44.9,35.4,47.2,0,28,-13.215,"minor",4.64,54.1,49,"other",2,29
2004,16.1,67.5,77.9,0,6.56,-1.439,"minor",40.2,55.3,62,"hip",3,52
2000,25.2,58.6,52.7,0,11.9,-7.17,"major",3.06,7.17,40,"pop",4,32
2000,41.9,56.2,45.1,0,10.4,-7.799,"major",2.66,27.7,23,"country",4,1
1982,11,74.9,59.5,0.013,4.97,-11.059,"major",5.97,91.9,30,"other",6,26
2010,1.28,68.2,51.3,0,21.2,-6.312,"minor",39.6,33.8,51,"hip",4,9
1977,27.7,37.4,68.4,1.58,15.9,-6.472,"major",6.39,74.2,42,"classic",4,52
2004,0.103,66.4,78.1,0.000533,8.67,-6.547,"major",3.39,59.3,78,"rock",3,47
2002,15.2,61.4,68.1,0.000732,7.97,-6.616,"major",3.37,34.1,52,"pop",4,30
2006,18.2,51.6,79.2,0.000333,10.5,-3.795,"major",3.04,28.8,28,"pop",3,56
1999,44.9,37.5,52.7,0,30.5,-8.422,"major",5.07,30.3,54,"pop",4,1
1998,5.21,75.1,93.9,0.056,47.7,-3.305,"minor",4.66,90.5,66,"pop",3,20
2000,4.07,63.6,87.3,0.000127,3.72,-4.672,"minor",7.1,90.8,73,"pop",3,12
1999,4.33,56.2,71.8,0,17.4,-6.551,"major",2.69,51,56,"pop",4,1
2002,43,70.4,40.9,0,10.9,-8.581,"minor",5.97,49.5,55,"pop",4,52
1972,23.3,68.3,48.2,0.0249,6.39,-9.147,"minor",3.4,55.2,38,"other",3,50
2019,13.8,67.7,68.8,0,11.4,-4.058,"minor",6.33,19.8,72,"hip",4,0
1963,75.9,67.5,55.9,0.227,7.21,-10.136,"major",4.34,92.4,17,"other",2,9
2006,28.1,52.9,65.1,0,33.9,-7.061,"minor",28.2,59.2,66,"pop",5,38
1997,31.4,62.9,70.8,0.00063,22.7,-3.647,"minor",6.03,83.7,14,"pop",5,12
1959,91.1,45.7,22.8,0.02,13.9,-11.901,"major",2.69,23.1,18,"other",2,39
1971,33.7,55.5,65.6,0.00781,9.61,-9.721,"minor",3.13,68,49,"other",2,51
1982,2.8,48.5,52.7,3.34,30.2,-15.904,"minor",3.62,62.2,22,"rock",4,4
1972,5,57.6,68.7,1.99,12.9,-10.941,"major",3.91,73,45,"rock",5,31
1971,1.84,51.9,90,0.0678,9.17,-9.181,"major",5.59,69.4,35,"rock",3,31
1979,30,78.4,89.3,0.00157,27.2,-5.153,"minor",9.23,81.9,73,"soul",3,37
1979,0.115,70,81.6,0.123,9.01,-9.711,"minor",4.4,83.8,63,"soul",6,15
1980,14.2,73.9,89.6,0,6.14,-5.549,"major",11.1,85.4,36,"soul",6,54
1981,2.68,74.7,75,0,39.5,-7.037,"minor",5.31,94.3,45,"soul",4,44
1979,13.8,18.2,52.5,0.0479,60.9,-6.352,"major",4.65,50.3,49,"other",2,42
2007,51.5,73.6,74,0,4.68,-2.18,"major",7.86,80.3,78,"hip",3,42
2008,51.5,73.6,74,0,4.68,-2.18,"major",7.86,80.3,78,"hip",3,42
1988,3.18,65.9,84.6,1.44,20.3,-5.508,"major",2.74,65.9,72,"rock",5,55
1988,0.211,26.7,95.3,0,28.3,-4.899,"minor",9.6,56.8,76,"rock",4,27
1989,0.0249,52.1,91.6,0.116,94.8,-6.822,"major",4.67,39.8,58,"rock",6,37
1993,8.16,47.7,60.7,0.000521,11.3,-8.768,"major",2.62,53.4,41,"rock",4,3
1969,2.88,62.5,74.4,0.134,28.7,-6.506,"major",8.67,90.6,10,"other",3,49
2000,0.119,64.9,85.2,0.00332,9.37,-6.519,"minor",3.07,28.8,58,"pop",3,39
1990,93.6,8.56,34.4,79.9,10.2,-12.465,"major",3.61,14,17,"other",5,30
1991,2.18,56.9,55.9,24.1,21.5,-8.459,"major",2.83,20.1,48,"rock",4,22
1985,16.8,66,81.6,1.81,6.08,-6.61,"major",2.99,67.8,79,"rock",4,23
1963,52.9,65.8,39.4,0,19.7,-15.838,"major",4.22,96.8,33,"other",2,34
1958,76.6,68.8,66.8,0.000122,13.7,-8.955,"major",3.17,89.3,27,"classic",2,48
1974,9.14,66.3,71.5,0,10.9,-7.621,"major",2.99,94.5,1,"pop",3,0
1974,2.27,70.1,69,0,17.3,-10.27,"major",3.98,96.4,43,"pop",3,26
1997,38,60.7,49.7,0,6.81,-7.017,"major",3.74,40.7,50,"other",5,45
1998,38,60.7,49.7,0,6.81,-7.017,"major",3.74,40.7,50,"other",5,45
1975,66,37.1,43.3,0.00133,10.3,-10.908,"major",3.43,35.9,4,"classic",3,33
1997,80.7,40.3,32.8,78.5,22.8,-12.372,"minor",3.3,29.1,51,"other",7,20
2000,11.1,16,29.6,84.7,10.1,-11.86,"major",3.48,3.88,33,"other",4,53
2000,5.93,73.6,66.6,0.00382,10.7,-4.929,"major",3.37,22.4,57,"other",3,47
1977,1.85,73.7,64.2,0.415,7.26,-9.492,"major",9.16,46.7,51,"rock",2,55
1978,54.1,83.7,38,0.789,19.8,-13.341,"minor",6.4,89.2,67,"rock",4,28
1961,24.3,58.8,46.9,0,9.59,-8.372,"major",5.7,86,29,"other",2,33
1981,58.5,54,52.3,0,5.94,-9.358,"minor",5.63,55.6,50,"other",4,28
1996,32.5,55.3,45.8,0.00971,5.83,-10.796,"major",3.81,24.7,69,"pop",5,15
1982,28.6,79.9,71.4,0,14.5,-9.472,"minor",4.21,67,53,"rock",3,0
1985,0.265,61,89.5,0.0394,40.4,-12.273,"minor",4.11,75,38,"rock",3,53
1996,0.277,79.3,93,0.0091,35.2,-5.937,"minor",8.45,87.8,0,"other",4,17
1977,1.36,49.9,80.2,0.000156,12.8,-4.537,"major",5.47,50.4,51,"rock",3,52
1985,19.3,47.7,47.1,0.000176,13.1,-10.036,"major",2.77,42.3,83,"rock",5,5
1982,16.8,62.5,75.3,0,47.4,-4.745,"minor",2.91,63.9,47,"rock",4,14
1982,8.28,35.7,65.3,0,8.44,-5.554,"major",6.54,52.2,71,"rock",4,20
1982,0.295,60,86.9,0,12,-5.362,"major",4.11,78.4,37,"rock",3,27
1978,22.9,70.5,80.6,0,6.76,-4.83,"major",8.14,76.3,65,"rock",4,29
1978,17.9,68.2,71.1,0.00953,12.6,-7.637,"minor",3.25,76.6,58,"rock",3,45
1977,2.64,56.2,60.9,0,17,-7.063,"minor",2.71,51.2,72,"rock",3,20
1979,61.5,58.3,31.3,0,12.1,-14.36,"major",2.56,34.6,66,"other",4,2
1983,44.6,67.5,73.3,0.0018,20.1,-4.5,"major",4.43,83,65,"other",4,39
1959,78,72.6,86.7,0.000802,15.9,-2.531,"major",3.03,94,12,"other",2,33
1973,46.3,57.5,38.6,0.176,5.76,-12.012,"minor",3.19,41.4,53,"rock",4,13
1983,5.48,37.7,90.1,0.255,30.4,-4.952,"major",4.03,90.9,29,"other",3,55
2019,35.4,56.7,51.5,0,7.8,-10.265,"minor",24.7,32.1,78,"rap",3,44
2012,0.0354,66.7,92.2,0,8.67,-4.645,"major",3.53,76.1,75,"pop",3,36
2015,5.06,77.5,82.5,0.000103,11.1,-5.402,"major",4.64,95,71,"hip",3,3
1979,0.152,64.1,64.8,87,6.45,-13.379,"minor",2.98,96.5,51,"other",8,26
2000,45.2,66.1,34.6,0,13.1,-9.115,"major",3,25.6,70,"other",4,24
2001,13.4,64.9,44.5,0.000742,11.6,-7.13,"major",2.9,33.5,49,"other",4,42
1993,90.9,35.6,12.5,0.0316,13.1,-13.8,"major",3,10.5,61,"other",4,55
1971,89.7,60.5,23.4,0.151,11.4,-17.226,"major",2.65,40,24,"other",2,58
1965,58.7,70.9,63.3,0.000454,10.9,-6.74,"minor",7.43,92.9,30,"soul",2,54
1963,62.3,65.9,58.5,0.0213,34.8,-8.189,"major",2.88,78.4,71,"country",2,38
1976,68.5,72.1,53.9,0,28.2,-14.064,"major",35.1,96.3,58,"country",4,2
1959,80.3,75.4,48.4,0.000902,9.89,-9.196,"major",6.09,80.1,54,"country",1,47
1963,52.2,27.9,55,0.939,23.7,-11.029,"major",4.16,58.1,21,"country",2,44
1959,64.3,74.1,75.4,0,12.4,-5.582,"minor",6.53,93.3,24,"country",2,15
2011,34.5,50.9,68.8,0,15.1,-3.892,"major",3.13,43.4,32,"country",3,49
1997,2.6,75.9,33.7,0,7.53,-11.034,"minor",3.51,32.9,52,"other",4,33
1975,73.2,15.8,17.4,0.00303,12.5,-16.295,"major",3.08,7.7,42,"rock",3,39
1974,51,43.8,31.6,0.0766,23.8,-15.148,"major",2.9,41.5,25,"rock",2,46
1974,28.5,85.2,68.7,1.49,7.17,-12.823,"major",5.03,86.7,28,"rock",3,38
1961,22.5,56.9,72.2,0,10.8,-8.914,"major",3.93,96.5,38,"other",2,40
2008,31.1,39,71.5,0,21.2,-3.448,"major",3.42,37.9,30,"country",3,56
2007,55.3,60.5,38.6,0,15.2,-8.008,"major",3.37,14.8,35,"country",3,16
1960,91.3,26,29,0.0649,15.3,-13.38,"major",2.93,30.3,46,"other",3,15
1983,50.8,71.7,77.3,0,8.02,-6.333,"minor",3.78,89.9,60,"pop",3,44
1983,8.99,59.7,90.2,0,65,-4.246,"minor",3.55,96,48,"pop",3,32
2019,2.47,79.6,58.6,0,13.2,-6.946,"minor",14.7,17.9,68,"hip",3,20
2015,6.97,49.5,72.2,0,11.3,-8.108,"minor",35.7,53.9,85,"hip",3,59
2017,31.9,89.8,28.3,0.0383,11,-12.335,"minor",35.6,46.9,74,"hip",3,37
2011,5.31,83.1,42.7,0,30.7,-6.903,"major",10.6,21.6,84,"hip",3,55
2001,6.87,77.4,68.4,0.00934,7.65,-4.721,"minor",4.08,35.4,59,"hip",3,57
2001,1.35,78.5,78.4,0.00318,7,-6.208,"minor",5.78,65.3,33,"hip",5,19
1964,83.5,53.6,46.8,0.173,21.8,-15.774,"major",3.5,83.6,9,"soul",2,17
1964,75.7,71,54.6,0.981,15.2,-14.582,"major",4.69,89.7,43,"soul",2,3
1993,14.9,84.9,84.8,0,7.46,-5.636,"minor",28.4,62.6,22,"hip",4,51
1992,4.14,70.1,83.7,0.00677,14.5,-4.266,"major",2.69,87.2,20,"pop",3,39
1985,3.14,75.2,74.3,0.0117,12.8,-6.083,"major",3.31,83.2,58,"pop",3,56
2009,0.9,72,67.2,0,23.2,-6.852,"major",5.51,70.5,82,"pop",3,25
1978,18.4,58.1,54.8,0.165,16.3,-13.448,"major",3.25,67.2,62,"classic",3,38
1985,14.2,65.2,94.4,0.482,11.9,-4.725,"major",5.1,67.3,36,"classic",3,9
1981,46.2,40.9,42.8,0.00822,6.87,-13.195,"major",4.12,4,48,"classic",4,23
2017,96.9,54.5,36.6,26.7,64.1,-9.51,"major",3.78,10,82,"other",3,28
2018,54.9,63.2,68.6,0,20,-7.665,"minor",24.3,32.9,81,"pop",2,51
2020,5.16,90,40,0,5.99,-8.575,"major",12.7,34.6,72,"pop",3,18
2019,54.9,63.2,68.6,0,20,-7.665,"minor",24.3,32.9,81,"pop",2,51
2019,5.16,90,40,0,5.99,-8.575,"major",12.7,34.6,72,"pop",3,18
1958,71.3,58.2,59.5,0,4.28,-5.424,"major",5.37,89.3,7,"other",2,24
1991,14.3,83.2,66.6,0,7.2,-4.92,"minor",6.33,81,4,"other",3,44
2020,1.23,79.3,79.3,0,9.51,-4.521,"minor",8.3,67.9,84,"pop",3,3
2020,1.37,64.7,84.4,0.0658,10.2,-3.756,"major",4.57,74.6,77,"pop",3,14
2018,0.261,76.2,70,0.00156,15.3,-6.021,"minor",6.94,60.8,82,"pop",3,29
2021,0.173,65.9,66.7,0.00285,10,-4.668,"minor",3.39,46.8,74,"pop",4,18
2021,3.19,72.2,58.8,0,18.3,-5.932,"major",5.44,59,73,"pop",2,46
2020,16.7,73,72.9,0.000139,34.9,-3.434,"minor",8.84,46.7,78,"pop",3,42
2018,4.03,83.6,54.4,0,8.24,-5.975,"major",9.43,51,81,"pop",3,38
1958,80.5,48.9,18.4,0,12.4,-14.425,"minor",3.09,53.3,1,"other",1,57
2011,0.332,75.4,80.4,0,3.29,-3.177,"major",8.53,81.8,74,"pop",3,24
1996,0.606,81.1,73.9,0.000807,39.7,-7.196,"minor",4.51,85.4,57,"hip",3,54
1975,19,46.3,66.6,0.94,4.03,-7.264,"minor",5.79,88.4,16,"soul",3,6
1984,1.45,69.8,91.2,2.25,27.9,-8.993,"major",6.75,79.7,62,"soul",5,43
1977,12.6,58,67.9,0.117,10.7,-5.646,"minor",4.39,67.8,13,"soul",4,22
1991,0.237,63,72.7,0.0364,29,-7.256,"minor",4.12,55.9,10,"other",4,54
1989,0.701,64.3,52.4,0.0202,30.9,-11.841,"minor",17.2,55.1,14,"other",4,3
1989,6.93,78.1,81.4,0,20,-6.475,"minor",7.85,94.2,38,"other",5,43
2000,0.397,83.1,73.5,2.05,12.3,-6.254,"minor",3.84,97,74,"rock",4,21
2002,1.26,75.1,78.6,0,10.7,-7.441,"minor",38.3,67.9,56,"hip",3,21
1965,78,48,68.9,0,14.9,-7.921,"major",6.46,59.6,63,"pop",3,8
1972,60.8,65.9,76.1,0.000403,40.4,-4.85,"major",4.4,82.2,19,"pop",2,58
1994,0.411,59.1,72.7,0.000153,2.89,-8.058,"minor",5.4,84.6,40,"other",3,58
2020,5.16,90,40,0,5.99,-8.575,"major",12.7,34.6,72,"other",3,18
2019,5.16,90,40,0,5.99,-8.575,"major",12.7,34.6,72,"other",3,18
2019,14,80.4,78.7,0,9.27,-3.824,"minor",7.46,56.2,83,"other",5,9
2021,40.7,84.9,70.1,0,11.2,-4.407,"minor",6,50.5,70,"other",4,22
1999,0.373,59.2,56.2,0.00323,22.3,-6.869,"minor",2.39,20.8,66,"hip",4,10
1998,0.373,59.2,56.2,0.00323,22.3,-6.869,"minor",2.39,20.8,66,"hip",4,10
2003,17.6,61.8,55.2,0,25.2,-6.863,"major",9.81,58.6,65,"hip",4,3
1991,1.43,75.4,85.7,0.00214,27.8,-9.699,"major",6.05,78.5,61,"other",3,55
1992,91.5,30,22.5,0,15.9,-11.079,"major",2.64,29.4,51,"other",2,49
1978,83.4,44.3,21.6,0,11.6,-11.209,"major",3.45,18.1,50,"classic",2,55
1976,62.8,57.5,33.3,0,8.54,-12.545,"major",3.86,48.6,42,"classic",3,31
1967,15.4,74.2,66.3,0,19.7,-5.06,"minor",3.21,91.3,62,"classic",2,21
2017,24.2,86.5,68.7,0,15.8,-3.744,"minor",21.7,48.6,68,"hip",4,2
2018,3.05,90.4,51.8,0,32.5,-5.32,"major",18.3,18.8,71,"hip",5,3
2000,10.1,44.2,44.7,0,9.62,-8.838,"major",2.52,16,36,"country",4,10
1997,0.00155,76.3,84.4,41.8,11.4,-7.291,"major",5.23,77.4,29,"rock",3,47
1984,2.61,75.9,67.5,3.41,43.1,-14.366,"minor",4.22,86.6,53,"rock",9,4
1974,16.9,59.4,90.6,0.122,7.78,-5.536,"major",5.94,89.2,53,"other",3,20
1987,14.4,50.6,76.4,0.025,24.7,-12.239,"major",4.6,86.8,70,"rock",2,54
1996,44.3,79.7,55.6,0,4.3,-8.62,"minor",15.4,78.8,43,"rap",4,33
2013,12.9,66.4,64.2,0,11.4,-5.961,"major",3.8,50.1,75,"pop",3,30
1981,10.3,89.6,32.9,0.836,5.47,-16.998,"major",7.26,96.4,48,"rock",4,14
1978,22,77.8,44.1,0.0652,17.1,-15.259,"major",3.14,94.4,65,"rock",3,57
1997,49.1,72.1,55.8,0.538,18.1,-8.8,"major",2.46,54.2,67,"rock",3,55
1978,59.8,69,50,2.88,11,-16.145,"minor",9.09,58.6,63,"rock",3,56
1978,64.9,57.2,21.4,12.9,12.5,-15.625,"major",2.93,48.5,77,"rock",3,45
1970,55.2,46.1,77.2,0.409,20.2,-9.766,"major",4.65,42.9,15,"rock",3,12
1972,11.1,44.2,61.6,0.321,9.93,-11.417,"major",2.94,74.6,52,"rock",5,1
1993,31.8,55.9,52.4,0.094,93.3,-11.64,"minor",4.62,65.2,72,"rock",4,49
1992,83.5,49.8,24.2,53.6,13.3,-12.238,"major",2.57,31.2,71,"rock",4,32
1977,0.0465,60.5,87.7,0.00203,5.58,-9.946,"major",5.88,76.4,2,"other",3,12
1975,34.5,39.3,58.8,0,13.4,-6.68,"minor",6.13,72.8,64,"classic",3,6
1959,61.4,66.7,33.7,0,7.11,-15.311,"major",4.83,92.5,16,"soul",2,12
1962,22.4,61.1,51.3,0,43.7,-18.122,"major",17.5,80.2,1,"soul",2,29
1965,86,33.9,50.3,0.0105,39.8,-11.705,"minor",3.55,47.5,25,"other",2,46
1968,57.9,42.5,48,0.00013,18.4,-13.094,"major",4.41,69.9,5,"classic",2,47
1979,41.5,86.3,72.6,2.99,7.35,-6.649,"major",4.94,93,62,"classic",5,46
1967,53.2,24.7,48,0.293,14.2,-7.897,"minor",3.37,40.3,10,"other",3,22
2019,35,93.9,30.5,0.0169,10.5,-10.952,"minor",35.4,56.3,74,"pop",3,0
2021,22.7,87.9,36.5,13.5,5.83,-7.781,"major",9.24,66.3,74,"pop",2,54
2019,28.3,72.6,44.4,14.3,17.7,-8.922,"minor",37.2,56.9,75,"pop",2,49
2019,81.9,47.5,37,5.77,8.41,-7.725,"minor",3.61,15.7,74,"pop",3,21
2019,32.8,70.1,42.5,13,10,-10.965,"major",37.5,56.2,84,"pop",3,14
2020,91.7,38,21.9,1.04,8.27,-13.273,"minor",3.58,5.17,77,"pop",4,2
1982,4.1,47.4,86.2,0,42,-10.511,"major",10.6,62.7,38,"rock",4,51
1979,21.1,75.7,55.4,0.00326,5.3,-9.822,"major",4.23,85.9,15,"other",3,58
1998,6.36,85.4,82.7,0,12.3,-6.424,"major",3.35,96.1,49,"other",4,10
1998,12.8,65.9,75.1,0,33.4,-5.783,"minor",3.2,92.1,33,"other",3,36
1982,14.8,58.8,44.2,0,4.45,-9.71,"major",2.74,40.2,42,"country",3,33
1968,0.141,47.5,89,33.2,27.6,-5.976,"major",4.58,83.5,6,"other",2,48
2004,49.2,41.6,54.6,0,8.45,-7.728,"major",2.97,41.8,70,"country",5,0
1994,3.64,66.4,73.9,0.00499,28.2,-7.229,"major",4.15,75.9,65,"country",3,2
2012,0.318,47.5,89.6,0,29,-4.749,"major",3.5,86.8,39,"country",3,28
2001,19.5,54.5,49.8,0,16.9,-7.286,"major",2.66,36.3,41,"country",4,30
1994,27.9,43.9,45.4,0,12.3,-8.669,"major",3.08,35.4,64,"country",4,9
1983,22.5,61,39,0,8.88,-12.959,"major",5.76,53.6,49,"pop",4,10
1985,15.7,66.2,86.9,4.72,68,-7.753,"minor",5.31,80.1,31,"pop",4,46
2021,8.74,80.2,59,0,27.5,-7.189,"major",4.93,68.7,66,"other",3,35
1973,16.8,57.7,56.8,6.16,8.01,-11.875,"major",5.36,96.3,36,"classic",5,32
1979,38.7,65.2,71.8,0.00707,5.84,-6.873,"major",3.57,81.6,33,"other",5,32
1977,48.6,63.9,76.6,0,12.8,-7.579,"minor",4.74,93.6,44,"other",4,37
2010,4.12,71.8,63.8,0,16.9,-3.479,"major",3.1,83.5,63,"pop",3,22
2014,1.08,62.8,86.7,0,30.8,-3.555,"major",9.13,59.7,59,"other",3,47
2021,1.83,74,51.7,0,5.58,-6.233,"minor",5.06,69.8,72,"other",2,51
2009,1.49,46.7,91.9,0,1.93,-2.255,"minor",6.9,70.6,60,"pop",3,16
2018,2.42,70.6,64.3,0,26.2,-6.929,"minor",23.4,88.5,76,"pop",3,24
2008,0.971,42.1,82.1,0,10,-2.783,"major",3.72,59.4,68,"pop",3,9
2004,0.573,42.6,88.1,6.93,38.9,-4.526,"major",4.04,25.9,61,"rock",4,8
1981,1.65,55.4,57.7,0.00291,7.19,-8.62,"major",2.82,47.9,57,"classic",3,43
2012,0.711,73.6,88,0.123,30.1,-4.323,"major",3.39,70.4,42,"pop",3,49
2005,22.6,55.1,26,0,13.5,-15.062,"major",3.26,15.3,31,"country",3,24
1982,5.23,41.9,61.3,0.00635,36.1,-8.995,"major",3.16,73.3,51,"rock",5,17
1971,80.5,70.3,29.2,0.000376,8,-10.924,"major",3.6,85.5,58,"pop",2,27
1970,56.7,37,29.5,0.000191,14.6,-7.307,"major",2.78,26.9,27,"pop",3,19
1997,0.00155,76.3,84.4,41.8,11.4,-7.291,"major",5.23,77.4,29,"other",3,47
2001,27.4,50.7,84.3,0,29.5,-3.421,"major",10.8,50.4,41,"country",3,3
2016,15.2,77.4,75.3,0,3.71,-5.446,"minor",5.17,89.6,84,"pop",3,39
1993,0.601,65.9,81.8,29.9,33.6,-7.09,"minor",2.65,39,48,"pop",5,33
1992,75.4,49.9,30.8,0.0943,12.4,-11.692,"minor",2.64,7.06,53,"pop",5,10
1990,0.379,73.7,88,0.351,41.7,-6.449,"major",4.33,32.9,68,"pop",5,17
1995,41.7,56.8,36.6,0.000339,6.64,-8.854,"major",2.58,31.1,59,"pop",5,21
1985,16.8,67.2,54.9,0,10.2,-11.93,"major",2.9,58.8,66,"pop",3,46
1984,8.2,80.7,76.4,0.00387,11.5,-5.186,"major",3.12,37.1,57,"pop",3,58
1993,8.83,59.2,64.2,0.134,13.1,-9.38,"major",2.6,16,53,"pop",5,29
2000,0.149,73.6,80.2,8.76,14,-8.527,"major",6.63,87.1,50,"pop",3,46
1994,10.1,81.3,65.5,0.00665,14.6,-7.884,"major",2.62,46,56,"pop",5,5
1997,0.832,64,86.4,0,12.3,-6.576,"major",3.14,70.1,77,"rock",4,28
1998,0.327,56.1,59.3,0.144,9.67,-9.362,"major",2.64,57.4,67,"rock",4,13
1998,6.36,85.4,82.7,0,12.3,-6.424,"major",3.35,96.1,49,"other",4,10
1971,8.29,53.6,68.7,0,32,-9.828,"major",8.13,91.6,8,"classic",3,0
1965,81,18.5,34.4,0,16.6,-9.378,"major",2.95,42.4,67,"classic",2,44
1967,40.9,60,45.5,0,18.1,-10.634,"major",2.88,72,36,"classic",2,58
1969,50,52.1,35.4,0,10.9,-13.323,"minor",2.52,66.2,37,"classic",4,2
